package_id,archive,archive_type,setup_py_count,ast_parsed_setup_count,regex_parsed_setup_count,setup_without_detected_imports,unique_import_count,total_import_occurrences,standard_unique_imports,third_party_or_other_unique_imports,status
betterstar-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\betterstar-1.0.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bgvirtualstocks-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bgvirtualstocks-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bhashascript-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bhashascript-1.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bibt_sentinelone-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bibt_sentinelone-0.0.4.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
bigip-utils-0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bigip-utils-0.9.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bigrandomgraphs-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bigrandomgraphs-0.0.4.tar.gz,tar,1,1,0,0,7,8,6,1,imports detected
biip-3.4.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\biip-3.4.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
billopay-0.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\billopay-0.0.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
binfootprint-1.2.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\binfootprint-1.2.2.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
bingqilin-0.6.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bingqilin-0.6.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
bino-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bino-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
binreader-1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\binreader-1.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bintraypy-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bintraypy-0.1.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
BIP-0.6.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\BIP-0.6.9.tar.gz,tar,1,1,0,0,4,8,2,2,imports detected
bip_utils-2.9.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bip_utils-2.9.3.tar.gz,tar,1,1,0,0,3,5,2,1,imports detected
bipol-0.0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bipol-0.0.5.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bipp-0.1.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bipp-0.1.3.tar.gz,tar,1,1,0,0,5,5,3,2,imports detected
bips-0.0.3.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bips-0.0.3.0.1.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
biseau-gui-0.0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\biseau-gui-0.0.6.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bitcoin-1.1.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bitcoin-1.1.9.tar.gz,tar,1,1,0,0,1,1,1,0,imports detected
bitcoinlib-0.7.0b1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bitcoinlib-0.7.0b1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
bitshares-0.7.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bitshares-0.7.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bl_hector-0.4.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bl_hector-0.4.5.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
black-24.8.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\black-24.8.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
blackdogosint-0.1.42,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\blackdogosint-0.1.42.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
blacked-0.1.0a4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\blacked-0.1.0a4.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
blackjack-gui-0.3.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\blackjack-gui-0.3.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
blaze-0.9.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\blaze-0.9.1.tar.gz,tar,1,1,0,0,6,6,4,2,imports detected
blazee-0.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\blazee-0.1.5.tar.gz,tar,1,1,0,0,5,6,2,3,imports detected
bleach-6.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bleach-6.1.0.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
blessed-1.9.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\blessed-1.9.5.tar.gz,tar,1,1,0,0,4,6,3,1,imports detected
blinker-1.8.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\blinker-1.8.2.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
bloxflip_crash-1.0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bloxflip_crash-1.0.6.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bnmapi-python-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bnmapi-python-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
boardinator-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\boardinator-0.1.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
bobotools-0.4.8.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bobotools-0.4.8.0.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
boldi-0.6.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\boldi-0.6.2.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
boogie-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\boogie-0.1.0.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
bookify-1.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bookify-1.1.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bookshelf-0.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bookshelf-0.3.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
booster-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\booster-0.0.1.tar.gz,tar,1,1,0,0,1,2,0,1,imports detected
boot-0.30,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\boot-0.30.zip,zip,1,1,0,0,3,3,2,1,imports detected
bootcamp-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bootcamp-0.1.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bop-0.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bop-0.2.0.tar.gz,tar,1,1,0,0,2,2,0,2,imports detected
bota-4.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bota-4.0.9.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
botafar-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\botafar-0.0.9.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
botingram-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\botingram-0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
boto-2.9.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\boto-2.9.9.tar.gz,tar,1,1,0,0,5,5,3,2,imports detected
boto3-1.9.99,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\boto3-1.9.99.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
boto3r-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\boto3r-0.0.4.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
botocore-1.35.21,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\botocore-1.35.21.tar.gz,tar,1,1,0,0,4,4,3,1,imports detected
botool-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\botool-0.1.1.tar.gz,tar,1,1,0,0,2,3,1,1,imports detected
bots-3.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bots-3.3.0.tar.gz,tar,1,1,0,0,4,4,3,1,imports detected
bottle_rest_serializer-0.1.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bottle_rest_serializer-0.1.4.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
botworks-0.1.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\botworks-0.1.8.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bouncerscript-3.6.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bouncerscript-3.6.2.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
bounter-1.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bounter-1.2.0.tar.gz,tar,1,1,0,0,4,4,3,1,imports detected
bp-utils-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bp-utils-0.0.1.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
bpi-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bpi-0.0.1.tar.gz,tar,1,1,0,0,1,1,1,0,imports detected
bracketool-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bracketool-0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
brainfoodstyle-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\brainfoodstyle-0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
brainload-0.3.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\brainload-0.3.5.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
brainprint-0.4.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\brainprint-0.4.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
braintreehttp-0.5.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\braintreehttp-0.5.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bramin-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bramin-0.0.1.tar.gz,tar,1,1,0,0,5,5,4,1,imports detected
BrawlMoon-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\BrawlMoon-0.1.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bressen-2024.6.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bressen-2024.6.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
broke-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\broke-0.1.1.tar.gz,tar,1,1,0,0,2,3,1,1,imports detected
broker-cli-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\broker-cli-0.0.3.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
browser-66.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\browser-66.0.3.tar.gz,tar,1,1,0,0,1,2,0,1,imports detected
browser-cookie3-0.9.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\browser-cookie3-0.9.1.tar.gz,tar,1,1,0,0,1,1,1,0,imports detected
browser_hub-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\browser_hub-0.0.3.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
browserdriver-0.0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\browserdriver-0.0.6.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
browserid-1.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\browserid-1.4.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
brutus-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\brutus-0.0.1.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
bs4-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bs4-0.0.2.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
bs4tools-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bs4tools-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
btceth_manager-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\btceth_manager-1.0.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
btclib_libsecp256k1-0.4.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\btclib_libsecp256k1-0.4.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
btoa-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\btoa-1.0.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
build-1.2.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\build-1.2.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
builder-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\builder-0.1.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
builderer-2.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\builderer-2.0.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
buildlackey-1.6.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\buildlackey-1.6.3.tar.gz,tar,1,1,0,0,3,3,1,2,imports detected
buildrunner-3.9.1010,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\buildrunner-3.9.1010.tar.gz,tar,1,1,0,0,7,7,6,1,imports detected
bulk-mail-sender-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bulk-mail-sender-0.1.1.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
Bullpen-0.0.1a0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\Bullpen-0.0.1a0.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
bullworkpackage-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bullworkpackage-0.0.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
burdoc-0.2.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\burdoc-0.2.3.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
bustard-0.1.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bustard-0.1.6.tar.gz,tar,1,1,0,0,7,7,5,2,imports detected
buyrandom3-0.4.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\buyrandom3-0.4.3.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
bypass-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bypass-0.1.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
ByRequests-1.2.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ByRequests-1.2.3.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
bytecodehacks,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bytecodehacks.zip,zip,1,1,0,0,1,1,0,1,imports detected
bytetrack-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bytetrack-0.0.1.tar.gz,tar,1,1,0,0,5,6,3,2,imports detected
bytetracker-0.3.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\bytetracker-0.3.2.tar.gz,tar,1,1,0,0,4,4,3,1,imports detected
c-print-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\c-print-1.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
c2.app.replaceword-1.0a1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\c2.app.replaceword-1.0a1.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
cachecontrol-0.14.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\cachecontrol-0.14.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
cached-property-1.5.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\cached-property-1.5.2.tar.gz,tar,1,1,0,0,7,7,4,3,imports detected
cachetools-5.5.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\cachetools-5.5.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
caiyun-tr-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\caiyun-tr-0.1.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
calculation_test-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\calculation_test-0.1.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
Calculator-1.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\Calculator-1.1.0.zip,zip,1,1,0,0,1,1,1,0,imports detected
calculator_313bbd7c19bfc98a-1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\calculator_313bbd7c19bfc98a-1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
calculator_ab-0.5.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\calculator_ab-0.5.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
calendra-7.9.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\calendra-7.9.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
CamAgeTestThree-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\CamAgeTestThree-0.0.1.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
came-pytorch-0.1.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\came-pytorch-0.1.3.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
camelsplit-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\camelsplit-1.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
camera-1.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\camera-1.3.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
camera-util-1.1.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\camera-util-1.1.7.tar.gz,tar,1,1,0,0,4,4,3,1,imports detected
Camera_control-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\Camera_control-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
camerata-0.5.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\camerata-0.5.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
candinfo-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\candinfo-1.0.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
candy.candy-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\candy.candy-0.1.2.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
candyland-0.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\candyland-0.1.5.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
candypen-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\candypen-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
candypi-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\candypi-0.1.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
candystore-0.3.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\candystore-0.3.4.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
caonester-1.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\caonester-1.2.0.tar.gz,tar,1,1,0,0,1,1,1,0,imports detected
capara-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\capara-0.1.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
capmonster_python-3.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\capmonster_python-3.2.0.tar.gz,tar,1,1,0,0,2,2,2,0,imports detected
capmonstercloudclient-1.3.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\capmonstercloudclient-1.3.4.tar.gz,tar,1,1,0,0,5,5,3,2,imports detected
cappy-1.2.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\cappy-1.2.3.tar.gz,tar,1,1,0,0,6,11,4,2,imports detected
captcha-0.6.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\captcha-0.6.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
captcha_pc-3.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\captcha_pc-3.0.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
captchasolver-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\captchasolver-0.0.2.tar.gz,tar,1,1,0,0,2,2,0,2,imports detected
capture_stream-0.0.1.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\capture_stream-0.0.1.4.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
catbars-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\catbars-1.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
catchbot-0.7.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\catchbot-0.7.0.tar.gz,tar,1,1,0,0,4,4,3,1,imports detected
catmeow-0.2.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\catmeow-0.2.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
catslibrary-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\catslibrary-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
cattrs-24.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\cattrs-24.1.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
cccp-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\cccp-0.0.9.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
cclient-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\cclient-0.0.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
cclite-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\cclite-0.0.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
ccpy-0.0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ccpy-0.0.5.tar.gz,tar,1,1,0,0,5,5,3,2,imports detected
cct-1.3.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\cct-1.3.1.tar.gz,tar,1,1,0,0,5,6,1,4,imports detected
ccx-messaging-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ccx-messaging-1.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
ccxt-4.3.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ccxt-4.3.9.tar.gz,tar,1,1,0,0,5,5,4,1,imports detected
ccxt-4.3.91,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ccxt-4.3.91.tar.gz,tar,1,1,0,0,5,5,4,1,imports detected
ccxt-4.3.92,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ccxt-4.3.92.tar.gz,tar,1,1,0,0,5,5,4,1,imports detected
ccxxv-0.1.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ccxxv-0.1.4.zip,zip,1,1,0,0,1,1,0,1,imports detected
ceeder-1.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ceeder-1.2.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
celery-5.5.0b2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\celery-5.5.0b2.tar.gz,tar,2,2,0,0,4,5,3,1,imports detected
